workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,variable,value,Trial,List,ID,Condition,Context,Target,Response,Adj,Condition2
43,3IQ1VMJRYTL8O07UGTAVA53LY8H9AI,22,20,"English","Yes",Trial14,23 12-stupid-CxC CxC Zack_is_lactose_intolerant. He_drank_a_milk_shake. 7 stupid,14,23,12-stupid-CxC,CxC,Zack_is_lactose_intolerant.,He_drank_a_milk_shake.,7,stupid,Cx
192,3BEFOD78W6U8TVA7W1492ON56XT4M2,19,23,"English","Yes",Trial14,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 7 true,14,20,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,7,true,na
186,3RKNTXVS3MZ7RU1IZYE4TXS5CG34AH,11,23,"English","Yes",Trial14,12 18-fortunate-CnC CnC Sue_had_a_backstage_pass_for_a_Beyonce_concert. She_got_to_chat_with_Beyonce. 6 fortunate,14,12,18-fortunate-CnC,CnC,Sue_had_a_backstage_pass_for_a_Beyonce_concert.,She_got_to_chat_with_Beyonce.,6,fortunate,Cn
237,3HPZF4IVNMUBIGC08JY2FHM07KOCYD,2,25,"english","Yes",Trial14,3 7-stupid-CnC CnC Zack_was_in_a_severe_thunderstorm. He_walked_around_outside. 6 stupid,14,3,7-stupid-CnC,CnC,Zack_was_in_a_severe_thunderstorm.,He_walked_around_outside.,6,stupid,Cn
182,3L4PIM1GQTHFOI1JQGOX4CLM7LQRYX,19,27,"English","Yes",Trial14,20 54-rude-CxC CxC Ann_was_eating_at_a_fancy_restaurant. She_spoke_very_loudly. 7 rude,14,20,54-rude-CxC,CxC,Ann_was_eating_at_a_fancy_restaurant.,She_spoke_very_loudly.,7,rude,Cx
99,3CN4LGXD5XP8NCZLF4SKWJACF774YS,10,22,"English","Yes",Trial14,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,14,11,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
118,38F71OA9GTXIRB7WGI0STSKWVN1MF7,4,29,"English","Yes",Trial14,5 21-brave-CxC CxC Greg_was_offered_a_job_as_a_lion_tamer. He_took_the_job. 6 brave,14,5,21-brave-CxC,CxC,Greg_was_offered_a_job_as_a_lion_tamer.,He_took_the_job.,6,brave,Cx
131,3TR2532VIPVW7A80CSKWJUF2YU36JK,6,37,"english","Yes",Trial14,7 49-rude-CxC CxC Ann's_neighbor_greeted_her. She_ignored_him. 3 rude,14,7,49-rude-CxC,CxC,Ann's_neighbor_greeted_her.,She_ignored_him.,3,rude,Cx
17,3U5JL4WY5KAJN79BA86ID533D1D4XM,5,55,"English","Yes",Trial14,6 38-foolish-CxC CxC Kate_had_a_broken_ankle. She_went_for_a_run. 6 foolish,14,6,38-foolish-CxC,CxC,Kate_had_a_broken_ankle.,She_went_for_a_run.,6,foolish,Cx
78,351SEKWQS0ILTRT0PC525SHBJALMDW,18,29,"English","Yes",Trial14,19 41-foolish-CxC CxC Kate_has_problems_with_her_feet. She_wore_high_heels. 5 foolish,14,19,41-foolish-CxC,CxC,Kate_has_problems_with_her_feet.,She_wore_high_heels.,5,foolish,Cx
209,3XIQGXAUMC9G6URUC64PGHND4337X9,22,23,"English","Yes",Trial14,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,14,23,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
143,3YZ8UPK3VTNU17SVYI1DCWGNBWDCUF,22,21,"english","Yes",Trial14,23 12-stupid-CxC CxC Zack_is_lactose_intolerant. He_drank_a_milk_shake. 7 stupid,14,23,12-stupid-CxC,CxC,Zack_is_lactose_intolerant.,He_drank_a_milk_shake.,7,stupid,Cx
74,3WJ1OXY92AH8AVOKB14HA98AE2Z8AS,10,31,"English","Yes",Trial14,11 40-foolish-CxD CxD Kate_went_to_the_beach. She_wore_sun_glasses. 4 foolish,14,11,40-foolish-CxD,CxD,Kate_went_to_the_beach.,She_wore_sun_glasses.,4,foolish,Cx
14,3LOZAJ85YDE9KTUO6UNUKQ65TNGX2I,2,29,"english","Yes",Trial14,3 52-rude-CxD CxD Ann_was_sitting_in_a_park. She_made_a_call_on_her_cell_phone. 1 rude,14,3,52-rude-CxD,CxD,Ann_was_sitting_in_a_park.,She_made_a_call_on_her_cell_phone.,1,rude,Cx
213,36PW28KO4ZXPJWYBO4QH2J4WP5XEAX,19,21,"English","Yes",Trial14,20 48-polite-CnC CnC Chad_was_chatting_with_his_friend_Betty. He_asked_about_her_children. 7 polite,14,20,48-polite-CnC,CnC,Chad_was_chatting_with_his_friend_Betty.,He_asked_about_her_children.,7,polite,Cn
167,3KIBXJ1WD5VH70KMU9621916YJXOKQ,17,24,"English","Yes",Trial14,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 7 true,14,18,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,7,true,na
25,3IOEN3P9S7KPCTSWM3EQFUJG4D316B,13,28,"English","Yes",Trial14,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,14,14,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
258,31UV0MXWNQD4TVOGPRPRFNM2PK65IU,11,24,"English","Yes",Trial14,12 47-polite-CnD CnD Chad_had_insulted_his_wife. He_laughed_at_her_tears. 1 polite,14,12,47-polite-CnD,CnD,Chad_had_insulted_his_wife.,He_laughed_at_her_tears.,1,polite,Cn
51,3JV9LGBJWTFC5EO34ILN3H9DR2JOGQ,10,25,"English","Yes",Trial14,11 40-foolish-CxD CxD Kate_went_to_the_beach. She_wore_sun_glasses. 1 foolish,14,11,40-foolish-CxD,CxD,Kate_went_to_the_beach.,She_wore_sun_glasses.,1,foolish,Cx
164,3ND9UOO81K30WFB66V9DX3R7QL4LW5,8,24,"English","Yes",Trial14,9 12-stupid-CnC CnC Zack_inherited_a_lot_of_money. He_gambled_it_all_away. 7 stupid,14,9,12-stupid-CnC,CnC,Zack_inherited_a_lot_of_money.,He_gambled_it_all_away.,7,stupid,Cn
48,3ATTHHXXWAPDVE8QVX8M76DMIJGIXH,2,27,"English","Yes",Trial14,3 47-polite-CnC CnC Chad_had_insulted_his_wife. He_apologized. 6 polite,14,3,47-polite-CnC,CnC,Chad_had_insulted_his_wife.,He_apologized.,6,polite,Cn
254,3R3YRB5GRF468SVXE45M61QZBTUAUD,11,19,"english","Yes",Trial14,12 18-fortunate-CnC CnC Sue_had_a_backstage_pass_for_a_Beyonce_concert. She_got_to_chat_with_Beyonce. 7 fortunate,14,12,18-fortunate-CnC,CnC,Sue_had_a_backstage_pass_for_a_Beyonce_concert.,She_got_to_chat_with_Beyonce.,7,fortunate,Cn
205,3NVC2EB65Q0N5GGHFQN1MEI617CY32,16,35,"English","Yes",Trial14,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 7 true,14,17,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,7,true,na
232,384PI804XS2US25BXXDT2UWYHAX0SW,10,39,"English","Yes",Trial14,11 14-fortunate-CxD CxD Sue_was_going_through_airport_security. She_had_a_sharp_knife_in_her_purse. 1 fortunate,14,11,14-fortunate-CxD,CxD,Sue_was_going_through_airport_security.,She_had_a_sharp_knife_in_her_purse.,1,fortunate,Cx
238,3MMN5BL1WZ5NBZR3WNZQSJVZSXZM31,3,33,"English+and+Lao","Yes",Trial14,4 56-mean-CnD CnD Jack_saw_a_hungry_dog. He_fed_him_a_can_of_food. 1 mean,14,4,56-mean-CnD,CnD,Jack_saw_a_hungry_dog.,He_fed_him_a_can_of_food.,1,mean,Cn
77,3UN61F00HWQHMURZFEJ0TFNTCGPR5K,16,23,"English","Yes",Trial14,17 56-mean-CxC CxC Jack_didn't_like_the_movie_his_wife_was_watching. He_turned_off_the_movie. 6 mean,14,17,56-mean-CxC,CxC,Jack_didn't_like_the_movie_his_wife_was_watching.,He_turned_off_the_movie.,6,mean,Cx
86,3LPW2N6LKT392MJGJ8E5YQADJFT5U2,10,46,"English","Yes",Trial14,11 27-lucky-CnD CnD Eve_was_attacked_last_night. She_was_stabbed_in_the_leg. 5 lucky,14,11,27-lucky-CnD,CnD,Eve_was_attacked_last_night.,She_was_stabbed_in_the_leg.,5,lucky,Cn
114,388U7OUMF72IRN5YI8DOCKR2V8E0R8,11,32,"English","Yes",Trial14,12 51-rude-CnD CnD Ann_was_tripped_by_a_little_boy. She_gave_him_a_friendly_smile. 1 rude,14,12,51-rude-CnD,CnD,Ann_was_tripped_by_a_little_boy.,She_gave_him_a_friendly_smile.,1,rude,Cn
141,3ATPCQ38J8BNP1F2O52B9MWC7H5AYB,11,55,"English","Yes",Trial14,12 10-stupid-CxC CxC Zack_saw_two_wasps_in_his_drink. He_took_a_sip. 7 stupid,14,12,10-stupid-CxC,CxC,Zack_saw_two_wasps_in_his_drink.,He_took_a_sip.,7,stupid,Cx
67,3K5TEWLKGVCLRP3VVI74JLG1287VIQ,8,30,"English","Yes",Trial14,9 12-stupid-CnC CnC Zack_inherited_a_lot_of_money. He_gambled_it_all_away. 6 stupid,14,9,12-stupid-CnC,CnC,Zack_inherited_a_lot_of_money.,He_gambled_it_all_away.,6,stupid,Cn
234,3QRYMNZ7FYIYSYAXN3KHNBOXRMLNTI,11,24,"English","Yes",Trial14,12 40-foolish-CnC CnC Kate's_favorite_shampoo_was_on_sale. She_bought_fifty_bottles. 3 foolish,14,12,40-foolish-CnC,CnC,Kate's_favorite_shampoo_was_on_sale.,She_bought_fifty_bottles.,3,foolish,Cn
229,3018Q3ZVOIRES03GAAAH1Q3F4UQRAQ,16,22,"English","Yes",Trial14,17 7-stupid-CxD CxD Zack_wanted_to_get_a_good_job. He_went_to_school. 3 stupid,14,17,7-stupid-CxD,CxD,Zack_wanted_to_get_a_good_job.,He_went_to_school.,3,stupid,Cx
159,3B1NLC6UGZXUQE04JIY2SHE317FGPZ,16,44,"English","Yes",Trial14,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,14,17,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
191,3XUHV3NRVKZ4X0DWJ976FBLNP7RH5D,6,23,"English","Yes",Trial14,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,14,7,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
166,3O6CYIULED23F5Y0F91EOQNQ3CXWUA,16,23,"English","Yes",Trial14,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 7 true,14,17,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,7,true,na
201,33TIN5LC04B9KI5XWZOBDRLS1ZMY9J,8,28,"English","Yes",Trial14,9 22-brave-CnD CnD Greg_saw_a_man_hit_a_dog. He_walked_away. 3 brave,14,9,22-brave-CnD,CnD,Greg_saw_a_man_hit_a_dog.,He_walked_away.,3,brave,Cn
5,3ZOTGHDK5ICFVJXUZIF4SVSGFDDOSA,2,31,"English","Yes",Trial14,3 16-fortunate-CxC CxC Sue_doesn't_like_to_clean. She_had_a_tiny_apartment. 6 fortunate,14,3,16-fortunate-CxC,CxC,Sue_doesn't_like_to_clean.,She_had_a_tiny_apartment.,6,fortunate,Cx
246,36H9ULYP62VSQ31BDLN0D0SFRT9JF3,16,31,"English","Yes",Trial14,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,14,17,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
13,3KOPY89HM83XARLITQMYCR3IO34J3U,8,24,"english%2Fspanish","Yes",Trial14,9 12-stupid-CnC CnC Zack_inherited_a_lot_of_money. He_gambled_it_all_away. 7 stupid,14,9,12-stupid-CnC,CnC,Zack_inherited_a_lot_of_money.,He_gambled_it_all_away.,7,stupid,Cn
57,3TVSS0C0E11OFSJBF4B4JU1OKYQWTJ,10,22,"English","Yes",Trial14,11 23-brave-CnD CnD Greg_wrote_a_controversial_article. He_used_a_fake_name. 1 brave,14,11,23-brave-CnD,CnD,Greg_wrote_a_controversial_article.,He_used_a_fake_name.,1,brave,Cn
7,34S9DKFK73QU9K9RX97GVSGC6O3NY7,8,25,"English","Yes",Trial14,9 54-rude-CxD CxD Ann_was_talking_to_a_person_hard_of_hearing. She_spoke_very_loudly. 1 rude,14,9,54-rude-CxD,CxD,Ann_was_talking_to_a_person_hard_of_hearing.,She_spoke_very_loudly.,1,rude,Cx
230,3QJOXOW4XJSQLX70L7GMBAZWJMPMES,10,45,"English","Yes",Trial14,11 8-stupid-CxD CxD Zack's_girlfriend_was_cheating_on_him. He_broke_up_with_her. 1 stupid,14,11,8-stupid-CxD,CxD,Zack's_girlfriend_was_cheating_on_him.,He_broke_up_with_her.,1,stupid,Cx
126,31Z0PCVWUKG9PDIA7W3SRE27R7GT7D,10,20,"english","Yes",Trial14,11 3-smart-CnD CnD Jane_was_applying_for_a_job._ She_lied_on_her_resume. 5 smart,14,11,3-smart-CnD,CnD,Jane_was_applying_for_a_job._,She_lied_on_her_resume.,5,smart,Cn
195,3ZQIG0FLQEH3SKN0KZBJKCP9HJ6WVZ,6,42,"english","Yes",Trial14,7 17-fortunate-CxD CxD Sue_is_allergic_to_pollen. She_had_a_flower_bouquet. 1 fortunate,14,7,17-fortunate-CxD,CxD,Sue_is_allergic_to_pollen.,She_had_a_flower_bouquet.,1,fortunate,Cx
189,3KV0LJBBH2MFU1C57D0MAHYFYBFMR5,11,26,"english","Yes",Trial14,12 47-polite-CnD CnD Chad_had_insulted_his_wife. He_laughed_at_her_tears. 1 polite,14,12,47-polite-CnD,CnD,Chad_had_insulted_his_wife.,He_laughed_at_her_tears.,1,polite,Cn
148,37W3JXSD669KWEI5PAY3RBT3Z08WY8,8,45,"English","Yes",Trial14,9 36-wise-CxC CxC Paul_wanted_to_keep_his_excellent_employee_happy. He_promoted_her. 7 wise,14,9,36-wise-CxC,CxC,Paul_wanted_to_keep_his_excellent_employee_happy.,He_promoted_her.,7,wise,Cx
147,3LYA37P8IQOXO6VDQ41GVP17RKHBKC,11,23,"English","Yes",Trial14,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,14,12,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
188,3P59JYT76LL23CL41KMXVNLZGRUT2X,16,31,"English","Yes",Trial14,17 51-rude-CxC CxC Ann_was_eating_pasta_with_her_friends. She_used_her_fingers. 5 rude,14,17,51-rude-CxC,CxC,Ann_was_eating_pasta_with_her_friends.,She_used_her_fingers.,5,rude,Cx
30,3MX2NQ3YC9V1JQDBODPSIX9HDXAX5M,8,38,"English","Yes",Trial14,9 58-mean-CxC CxC Jack's_wife_wanted_to_sleep_in. He_woke_her_up_at_5am. 5 mean,14,9,58-mean-CxC,CxC,Jack's_wife_wanted_to_sleep_in.,He_woke_her_up_at_5am.,5,mean,Cx
82,3WQQ9FUS6AVDT5TCHF4D5KSGWKP8BS,5,29,"English","Yes",Trial14,6 35-wise-CxC CxC Paul_was_asked_to_commit_a_crime. He_refused. 7 wise,14,6,35-wise-CxC,CxC,Paul_was_asked_to_commit_a_crime.,He_refused.,7,wise,Cx
4,3KIBXJ1WD5VH70KMU9621916YJ1KOQ,6,49,"English","Yes",Trial14,7 49-rude-CxC CxC Ann's_neighbor_greeted_her. She_ignored_him. 7 rude,14,7,49-rude-CxC,CxC,Ann's_neighbor_greeted_her.,She_ignored_him.,7,rude,Cx
249,3IUZPWIU1O8PC9TOLVXCI3ES1L0KW2,3,31,"English","Yes",Trial14,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,14,4,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
235,3DBQWDE4Y6ZW7WZ7M72JKVIJBJ1N5T,1,25,"English","Yes",Trial14,2 60-mean-CxC CxC Jack_didn't_want_to_wait_his_turn. He_cut_the_line. 6 mean,14,2,60-mean-CxC,CxC,Jack_didn't_want_to_wait_his_turn.,He_cut_the_line.,6,mean,Cx
181,386CSBG1OZNDTXCD7I45GVROCPZQ6Z,12,28,"English","Yes",Trial14,13 26-lucky-CnD CnD Eve_was_going_to_Hawaii_on_vacation. She_missed_her_flight. 1 lucky,14,13,26-lucky-CnD,CnD,Eve_was_going_to_Hawaii_on_vacation.,She_missed_her_flight.,1,lucky,Cn
10,3IXEICO792KQLD45OMY0L02BWWYT6G,19,27,"English","Yes",Trial14,20 9-stupid-CxD CxD Zack_had_wet_hair. He_used_the_hair_dryer. 1 stupid,14,20,9-stupid-CxD,CxD,Zack_had_wet_hair.,He_used_the_hair_dryer.,1,stupid,Cx
239,3Z4XG4ZF48SK68WDMBWVUHJ8FND8X1,4,40,"english","Yes",Trial14,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,14,5,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
73,3X66WABAJWJNJPVHLK1VFEB2WBPG3P,5,60,"English","Yes",Trial14,6 44-polite-CnD CnD Chad_met_his_neighbor_for_the_first_time. He_asked_about_his_income. 1 polite,14,6,44-polite-CnD,CnD,Chad_met_his_neighbor_for_the_first_time.,He_asked_about_his_income.,1,polite,Cn
146,37M28K1J0QEXUCK32518ZZHOUDYJAS,14,31,"English","Yes",Trial14,15 39-foolish-CxC CxC Kate_was_drunk_at_a_bar. She_took_her_top_off. 7 foolish,14,15,39-foolish-CxC,CxC,Kate_was_drunk_at_a_bar.,She_took_her_top_off.,7,foolish,Cx
52,3VSOLARPKBA84F897EVLNXPFSYU93R,1,29,"English","Yes",Trial14,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,14,2,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
133,32SCWG5HIH5STLBY75PGGQ1E7TE6PP,12,29,"english","Yes",Trial14,13 9-stupid-CnC CnC Zack_discovered_that_his_girlfriend_was_cheating. He_married_her. 5 stupid,14,13,9-stupid-CnC,CnC,Zack_discovered_that_his_girlfriend_was_cheating.,He_married_her.,5,stupid,Cn
59,3K9FOBBF2HKA9L2SEUIQ1KEGX92LNG,3,43,"english","Yes",Trial14,4 45-polite-CxD CxD Chad_saw_an_old_lady_trip_on_the_street. He_laughed. 1 polite,14,4,45-polite-CxD,CxD,Chad_saw_an_old_lady_trip_on_the_street.,He_laughed.,1,polite,Cx
157,374TNBHA8BWFCHMJD1ZXZMBHBZSYQ7,0,24,"English","Yes",Trial14,1 25-lucky-CxC CxC Eve_thought_she_saw_her_father_drown. She_was_just_hallucinating. 6 lucky,14,1,25-lucky-CxC,CxC,Eve_thought_she_saw_her_father_drown.,She_was_just_hallucinating.,6,lucky,Cx
105,3EKVH9QMEY5VMNP7FUMIQJ3DD58D20,19,56,"English","Yes",Trial14,20 17-fortunate-CnD CnD Sue_was_visiting_New_York. She_shared_a_room_in_a_seedy_hostel. 3 fortunate,14,20,17-fortunate-CnD,CnD,Sue_was_visiting_New_York.,She_shared_a_room_in_a_seedy_hostel.,3,fortunate,Cn
200,3QAPZX2QN4E1N3OD3IYNBCJUJG020X,0,29,"eNGLISH","Yes",Trial14,1 20-brave-CnC CnC Greg_witnessed_a_knife_fight. He_pulled_the_fighters_apart. 5 brave,14,1,20-brave-CnC,CnC,Greg_witnessed_a_knife_fight.,He_pulled_the_fighters_apart.,5,brave,Cn
109,3WT783CTPBIF58JPYRKI76OZMBABC1,14,27,"English","Yes",Trial14,15 22-brave-CxD CxD Greg_was_being_tickled_by_two_small_boys. He_took_them_on. 1 brave,14,15,22-brave-CxD,CxD,Greg_was_being_tickled_by_two_small_boys.,He_took_them_on.,1,brave,Cx
84,35USIKEBNRHSQ0ZLRQCOC1WJ7ECN69,12,27,"English","Yes",Trial14,13 14-fortunate-CxC CxC Sue_needed_to_cut_some_bread. She_had_a_sharp_knife_in_her_purse. 6 fortunate,14,13,14-fortunate-CxC,CxC,Sue_needed_to_cut_some_bread.,She_had_a_sharp_knife_in_her_purse.,6,fortunate,Cx
256,32KTQ2V7RDG9Q1GJDW00JWYLSPBM9K,12,29,"English","Yes",Trial14,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,14,13,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
92,3WMINLGALB4AMYEXSDKMCV4T4TPCA7,12,38,"English","Yes",Trial14,13 42-foolish-CnC CnC Kate_took_her_nephew_to_the_playground. She_wore_high_heels. 5 foolish,14,13,42-foolish-CnC,CnC,Kate_took_her_nephew_to_the_playground.,She_wore_high_heels.,5,foolish,Cn
1,3EJPLAJKEMHM7PD4UENI7O3SHSL6ZA,7,27,"English","Yes",Trial14,8 18-fortunate-CnD CnD Sue_had_a_backstage_pass_for_a_Beyonce_concert. She_was_kicked_out_by_a_bouncer. 2 fortunate,14,8,18-fortunate-CnD,CnD,Sue_had_a_backstage_pass_for_a_Beyonce_concert.,She_was_kicked_out_by_a_bouncer.,2,fortunate,Cn
162,3PH3VY7DJLYK14SALW0M5I255UEZW4,6,25,"English+","Yes",Trial14,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,14,7,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
107,3BDCF01OGXV4LK66LWR1I0CN1T5YLI,19,30,"english","Yes",Trial14,20 17-fortunate-CnD CnD Sue_was_visiting_New_York. She_shared_a_room_in_a_seedy_hostel. 2 fortunate,14,20,17-fortunate-CnD,CnD,Sue_was_visiting_New_York.,She_shared_a_room_in_a_seedy_hostel.,2,fortunate,Cn
72,3Z7ISHFUH0W9B3WSNTKGR2ZJNNBZ8P,3,29,"english","Yes",Trial14,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,14,4,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
61,3S96KQ6I9M5P6MJKY96ER6C3DIMTD9,14,55,"English","Yes",Trial14,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,14,15,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
203,33UKMF9319LWNBFHKZ6TWAUPG4ATTS,7,27,"english","Yes",Trial14,8 8-stupid-CnC CnC Zack_left_the_bar_drunk. He_drove_home. 7 stupid,14,8,8-stupid-CnC,CnC,Zack_left_the_bar_drunk.,He_drove_home.,7,stupid,Cn
236,3GGAI1SQEVZBOZNMPGARLMZTY9YCM9,13,57,"English","Yes",Trial2,14 8-stupid-CnD CnD Zack_left_the_bar_drunk. He_called_a_taxi. 1 stupid,2,14,8-stupid-CnD,CnD,Zack_left_the_bar_drunk.,He_called_a_taxi.,1,stupid,Cn
27,3TXWC2NHNZRCOWTOXTWMV5XRKDDS9K,16,30,"English","Yes",Trial2,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,2,17,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
245,3ZGVPD4G6TIS9NOGQRVBIYV61ZFTZP,6,51,"English","Yes",Trial2,7 41-foolish-CnC CnC Kate's_doctor_told_her_to_lose_weight. She_ignored_him. 5 foolish,2,7,41-foolish-CnC,CnC,Kate's_doctor_told_her_to_lose_weight.,She_ignored_him.,5,foolish,Cn
89,3K2755HG5S4FNH1J3P1PA2X2M8YFD5,20,30,"English","Yes",Trial2,21 34-wise-CnC CnC Paul's_parents_were_fighting. He_stayed_out_of_it. 6 wise,2,21,34-wise-CnC,CnC,Paul's_parents_were_fighting.,He_stayed_out_of_it.,6,wise,Cn
270,3NJM2BJS4W7H92KZHW2J2QTO3E9CP5,4,33,"english","Yes",Trial2,5 15-fortunate-CnD CnD Sue_was_traveling_in_France. She_got_robbed. 1 fortunate,2,5,15-fortunate-CnD,CnD,Sue_was_traveling_in_France.,She_got_robbed.,1,fortunate,Cn
115,32SVAV9L3FAM9YIEZK9LJS0ZYFWA3P,17,34,"English","Yes",Trial2,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,2,18,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
224,3OLF68YTN92HPAY7JFANK1PW151FA3,15,53,"english","Yes",Trial2,16 4-smart-CnC CnC Jane_was_baby-sitting_for_her_sister. She_kept_an_eye_on_the_baby_at_all_times. 7 smart,2,16,4-smart-CnC,CnC,Jane_was_baby-sitting_for_her_sister.,She_kept_an_eye_on_the_baby_at_all_times.,7,smart,Cn
11,3C6FJU71TQU74AT0UAJ29N86EJJUYR,18,33,"English","Yes",Trial2,19 29-lucky-CxD CxD Eve_was_playing_Connect_Four_against_a_child. She_won_two_games. 3 lucky,2,19,29-lucky-CxD,CxD,Eve_was_playing_Connect_Four_against_a_child.,She_won_two_games.,3,lucky,Cx
184,3X1FV8S5JXS7VYX05U71Y93LNU1GV3,5,18,"English","Yes",Trial2,6 44-polite-CnD CnD Chad_met_his_neighbor_for_the_first_time. He_asked_about_his_income. 1 polite,2,6,44-polite-CnD,CnD,Chad_met_his_neighbor_for_the_first_time.,He_asked_about_his_income.,1,polite,Cn
112,345LHZDEDXT6O7WC5PQCJTCT5IP3UV,16,24,"English","Yes",Trial2,17 56-mean-CxC CxC Jack_didn't_like_the_movie_his_wife_was_watching. He_turned_off_the_movie. 7 mean,2,17,56-mean-CxC,CxC,Jack_didn't_like_the_movie_his_wife_was_watching.,He_turned_off_the_movie.,7,mean,Cx
168,31QTRG6Q2TEUC5L4DOK8ZHL762RYPZ,23,23,"English","Yes",Trial2,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,2,24,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
248,369J354OFDBMG8IZ4MZTMHNM61C6G4,0,39,"English","Yes",Trial2,1 55-mean-CxD CxD Jack's_wife_is_celebrating_her_birthday_today. He_baked_a_cake_for_her. 1 mean,2,1,55-mean-CxD,CxD,Jack's_wife_is_celebrating_her_birthday_today.,He_baked_a_cake_for_her.,1,mean,Cx
68,333U7HK6I9GVSJNFMFSAP0PUFFFJDC,10,30,"English","Yes",Trial2,11 27-lucky-CnD CnD Eve_was_attacked_last_night. She_was_stabbed_in_the_leg. 1 lucky,2,11,27-lucky-CnD,CnD,Eve_was_attacked_last_night.,She_was_stabbed_in_the_leg.,1,lucky,Cn
26,36NEMU28XFEK2XTR67ASXG6WQPGWM2,3,31,"English","Yes",Trial2,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,2,4,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
175,38F71OA9GTXIRB7WGI0STSKWVMQMFU,9,68,"English","Yes",Trial2,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 7 true,2,10,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,7,true,na
242,37M28K1J0QEXUCK32518ZZHOUCIJAA,4,38,"English","Yes",Trial2,5 41-foolish-CxD CxD Kate_was_invited_to_a_formal_dinner. She_wore_high_heels. 2 foolish,2,5,41-foolish-CxD,CxD,Kate_was_invited_to_a_formal_dinner.,She_wore_high_heels.,2,foolish,Cx
