workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,variable,value,Trial,List,ID,AIness,Target,Responseutt,Response,Adj,SentenceType,ID2
50,38YMOXR4MU0IDU8ZJR3B8K9AFNA6WM,2,30,"""English""","""Yes""",Trial2,3 polite_3_VPAI VPAI Chad_was_polite_to_apologize_to_his_insulted_wife. Yes__I_am_sure_that_he_apologized_to_her. 1 polite,2,3,polite_3_VPAI,VPAI,Chad_was_polite_to_apologize_to_his_insulted_wife.,Yes__I_am_sure_that_he_apologized_to_her.,0,polite,EAS_f,politeVPAI
41,3AZHRG4CU4LQ8LKW7ICSUMOM4RU039,1,21,"""English""","""Yes""",Trial2,2 foolish_2_VPAI VPAI Kate_was_foolish_to_wear_high_heels_at_the_playground. Yes__I_am_sure_that_she_wore_high_heels_at_the_playground. 1 foolish,2,2,foolish_2_VPAI,VPAI,Kate_was_foolish_to_wear_high_heels_at_the_playground.,Yes__I_am_sure_that_she_wore_high_heels_at_the_playground.,0,foolish,EAS_f,foolishVPAI
66,3YW4XOSQKQMAE4IXILCTV0XWMWJ1UK,5,25,"""English""","""Yes""",Trial2,filler mainclause2 FAI Sue__a_teacher__runs_three_times_a_week. Yes__I_am_sure_that_she_runs_three_times_a_week. 1 none,2,filler,mainclause2,FAI,Sue__a_teacher__runs_three_times_a_week.,Yes__I_am_sure_that_she_runs_three_times_a_week.,0,none,MainClause2,noneFAI
2,3A7Y0R2P2OP9QPSWDFTMJ7SMAV0XJC,5,28,"""English""","""Yes""",Trial2,filler mainclause2 FAI Sue__a_teacher__runs_three_times_a_week. Yes__I_am_sure_that_she_runs_three_times_a_week. 1 none,2,filler,mainclause2,FAI,Sue__a_teacher__runs_three_times_a_week.,Yes__I_am_sure_that_she_runs_three_times_a_week.,0,none,MainClause2,noneFAI
23,3QAPZX2QN4E1N3OD3IYNBCJUYDU02Y,2,47,"""English""","""Yes""",Trial2,3 rude_3_SAI SAI Ann_was_rude_to_change_the_song. Yes__I_am_sure_that_she_changed_the_song. 2 rude,2,3,rude_3_SAI,SAI,Ann_was_rude_to_change_the_song.,Yes__I_am_sure_that_she_changed_the_song.,1,rude,EAS_n,rudeSAI
25,3PMBY0YE274WHF4S076MG0T9D80C9U,2,34,"""English""","""Yes""",Trial2,3 fortunate_3_SAI SAI Sue_was_fortunate_to_attend_the_workshop. Yes__I_am_sure_that_she_attended_the_workshop. 2 fortunate,2,3,fortunate_3_SAI,SAI,Sue_was_fortunate_to_attend_the_workshop.,Yes__I_am_sure_that_she_attended_the_workshop.,1,fortunate,EAS_n,fortunateSAI
18,3URFVVM165J79035QWLLNUH8ZBWUZ2,5,29,"""English""","""Yes""",Trial2,6 stupid_3_VPAI VPAI Zack_was_stupid_to_use_the_hair_dryer_in_the_bath_tub. Yes__I_am_sure_that_he_used_the_hair_dryer_in_the_bath_tub. 2 stupid,2,6,stupid_3_VPAI,VPAI,Zack_was_stupid_to_use_the_hair_dryer_in_the_bath_tub.,Yes__I_am_sure_that_he_used_the_hair_dryer_in_the_bath_tub.,1,stupid,EAS_f,stupidVPAI
32,3DPNQGW4LLG64SPF9LXSDSQJVUB640,3,24,"""english""","""Yes""",Trial2,4 polite_1_SAI SAI Chad_was_polite_to_laugh. Yes__I_am_sure_that_he_laughed. 2 polite,2,4,polite_1_SAI,SAI,Chad_was_polite_to_laugh.,Yes__I_am_sure_that_he_laughed.,1,polite,EAS_n,politeSAI
17,33LKR6A5KELVER38IGMJQ4BU3IC1TT,3,33,"""English""","""Yes""",Trial2,filler possNP FAI Larry_is_flirting_with_your_neighbor. Yes__I_am_sure_that_she_is_your_neighbor. 2 none,2,filler,possNP,FAI,Larry_is_flirting_with_your_neighbor.,Yes__I_am_sure_that_she_is_your_neighbor.,1,none,PossNP,noneFAI
27,3EKVH9QMEY5VMNP7FUMIQJ3DS1SD2R,4,27,"""English""","""Yes""",Trial3,filler mainclause2 FAI Sue__a_teacher__runs_three_times_a_week. Yes__I_am_sure_that_she_runs_three_times_a_week. 1 none,3,filler,mainclause2,FAI,Sue__a_teacher__runs_three_times_a_week.,Yes__I_am_sure_that_she_runs_three_times_a_week.,0,none,MainClause2,noneFAI
49,34Z02EIMISEV72IQMXIJCZSKYPWT06,5,27,"""English""","""Yes""",Trial3,6 brave_3_VPAI VPAI Greg_was_brave_to_take_on_the_five_men_attacking_him. Yes__I_am_sure_that_he_took_on_the_five_men. 2 brave,3,6,brave_3_VPAI,VPAI,Greg_was_brave_to_take_on_the_five_men_attacking_him.,Yes__I_am_sure_that_he_took_on_the_five_men.,1,brave,EAS_f,braveVPAI
39,3KWTYT087046JWWMAUM473EULKLL5G,4,55,"""english""","""Yes""",Trial3,5 polite_2_SAI SAI Chad_was_polite_to_close_the_door. Yes__I_am_sure_that_he_closed_the_door. 1 polite,3,5,polite_2_SAI,SAI,Chad_was_polite_to_close_the_door.,Yes__I_am_sure_that_he_closed_the_door.,0,polite,EAS_n,politeSAI
37,3LRLIPTPEQAS5WQLKQ1K0EH1OYHAK8,3,31,"""English""","""Yes""",Trial3,4 smart_1_SAI SAI Jane_was_smart_to_stay_home. Yes__I_am_sure_that_she_stayed_home. 2 smart,3,4,smart_1_SAI,SAI,Jane_was_smart_to_stay_home.,Yes__I_am_sure_that_she_stayed_home.,1,smart,EAS_n,smartSAI
24,3WZ36BJEV3HWRPL0KDF8WGO3PTTTBS,4,25,"""English""","""Yes""",Trial3,filler nomapp FAI Phillip__a_yoga_teacher__is_wearing_sweat_pants. Yes__I_am_sure_that_he_is_a_yoga_teacher. 2 none,3,filler,nomapp,FAI,Phillip__a_yoga_teacher__is_wearing_sweat_pants.,Yes__I_am_sure_that_he_is_a_yoga_teacher.,1,none,NomApp,noneFAI
12,3Y5140Z9DXH8M56Z96Y5DTRJVGSIPL,3,27,"""English""","""Yes""",Trial3,4 smart_1_SAI SAI Jane_was_smart_to_stay_home. Yes__I_am_sure_that_she_stayed_home. 2 smart,3,4,smart_1_SAI,SAI,Jane_was_smart_to_stay_home.,Yes__I_am_sure_that_she_stayed_home.,1,smart,EAS_n,smartSAI
33,3EO896NRAWW298JC85SPU47GXY2TJD,1,35,"""English""","""Yes""",Trial3,filler mainclause2 FAI Sue__a_teacher__runs_three_times_a_week. Yes__I_am_sure_that_she_runs_three_times_a_week. 1 none,3,filler,mainclause2,FAI,Sue__a_teacher__runs_three_times_a_week.,Yes__I_am_sure_that_she_runs_three_times_a_week.,0,none,MainClause2,noneFAI
6,3P4RDNWND57C0U31ETTLGX57MHMIJL,2,54,"""english""","""Yes""",Trial3,filler nomapp FAI Phillip__a_yoga_teacher__is_wearing_sweat_pants. Yes__I_am_sure_that_he_is_a_yoga_teacher. 2 none,3,filler,nomapp,FAI,Phillip__a_yoga_teacher__is_wearing_sweat_pants.,Yes__I_am_sure_that_he_is_a_yoga_teacher.,1,none,NomApp,noneFAI
40,38SKSKU7R1YIVKR1HE5YWCIZQ6RILN,4,36,"""English""","""Yes""",Trial3,filler compAnnoyed FAI Tamara_is_annoyed_that_the_pizza_is_gone Yes__I_am_sure_that_the_pizza_is_gone. 2 none,3,filler,compAnnoyed,FAI,Tamara_is_annoyed_that_the_pizza_is_gone,Yes__I_am_sure_that_the_pizza_is_gone.,1,none,Comp-of-Annoyed,noneFAI
14,33LK57MYLT6RUNB11RQL8TZKED1SZ8,0,39,"""ENGLISH""","""Yes""",Trial3,filler compDiscover FAI Paula_discovered_that_her_husband_is_cheating. Yes__I_am_sure_that_he_is_cheating. 1 none,3,filler,compDiscover,FAI,Paula_discovered_that_her_husband_is_cheating.,Yes__I_am_sure_that_he_is_cheating.,0,none,Comp-of-Discover,noneFAI
34,38SKSKU7R1YIVKR1HE5YWCIZQ6RLIQ,4,43,"""English""","""Yes""",Trial3,5 stupid_2_VPAI VPAI Zack_was_stupid_to_drive_home_completely_drunk. Yes__I_am_sure_that_he_drove_home_completely_drunk. 2 stupid,3,5,stupid_2_VPAI,VPAI,Zack_was_stupid_to_drive_home_completely_drunk.,Yes__I_am_sure_that_he_drove_home_completely_drunk.,1,stupid,EAS_f,stupidVPAI
69,3EWIJTFFVO8TIJ0TW2TODDSJVF9E01,0,19,"""English""","""Yes""",Trial3,1 polite_1_VPAI VPAI Chad_was_polite_to_applaud_the_street_comedian. Yes__I_am_sure_that_he_applauded_the_comedian. 2 polite,3,1,polite_1_VPAI,VPAI,Chad_was_polite_to_applaud_the_street_comedian.,Yes__I_am_sure_that_he_applauded_the_comedian.,1,polite,EAS_f,politeVPAI
11,3TVSS0C0E11OFSJBF4B4JU1OZUBTW8,2,24,"""English""","""Yes""",Trial3,filler mainclause1 FAI Mary_brought_a_fruit_salad. Yes__I_am_sure_that_she_brought_a_fruit_salad. 1 none,3,filler,mainclause1,FAI,Mary_brought_a_fruit_salad.,Yes__I_am_sure_that_she_brought_a_fruit_salad.,0,none,MainClause1,noneFAI
26,3NXNZ5RS1AYQ5Y9W9QYB0E1VCW079L,0,26,"""English""","""Yes""",Trial3,1 stupid_1_SAI SAI Zack_was_stupid_to_go_to_the_store. Yes__I_am_sure_that_he_went_to_the_store. 1 stupid,3,1,stupid_1_SAI,SAI,Zack_was_stupid_to_go_to_the_store.,Yes__I_am_sure_that_he_went_to_the_store.,0,stupid,EAS_n,stupidSAI
65,35DR22AR5DLY5BQ7AU1Z30BXEX53XV,1,49,"""english""","""Yes""",Trial3,filler mainclause2 FAI Sue__a_teacher__runs_three_times_a_week. Yes__I_am_sure_that_she_runs_three_times_a_week. 1 none,3,filler,mainclause2,FAI,Sue__a_teacher__runs_three_times_a_week.,Yes__I_am_sure_that_she_runs_three_times_a_week.,0,none,MainClause2,noneFAI
60,34S9DKFK73QU9K9RX97GVSGCLKPNY0,0,25,"""English""","""Yes""",Trial3,filler possNP FAI Larry_is_flirting_with_your_neighbor. Yes__I_am_sure_that_she_is_your_neighbor. 2 none,3,filler,possNP,FAI,Larry_is_flirting_with_your_neighbor.,Yes__I_am_sure_that_she_is_your_neighbor.,1,none,PossNP,noneFAI
67,37W3JXSD669KWEI5PAY3RBT3EWTYW2,5,18,"""english+""","""Yes""",Trial3,filler possNP FAI Larry_is_flirting_with_your_neighbor. Yes__I_am_sure_that_she_is_your_neighbor. 2 none,3,filler,possNP,FAI,Larry_is_flirting_with_your_neighbor.,Yes__I_am_sure_that_she_is_your_neighbor.,1,none,PossNP,noneFAI
71,3NLZY2D53PQVCIFKUMA75E9LHG8LQT,2,47,"""English""","""Yes""",Trial3,filler mainclause1 FAI Mary_brought_a_fruit_salad. Yes__I_am_sure_that_she_brought_a_fruit_salad. 1 none,3,filler,mainclause1,FAI,Mary_brought_a_fruit_salad.,Yes__I_am_sure_that_she_brought_a_fruit_salad.,0,none,MainClause1,noneFAI
1,3LPW2N6LKT392MJGJ8E5YQADYBE5UU,5,59,"""english""","""Yes""",Trial3,6 polite_3_SAI SAI Chad_was_polite_to_wait_for_her. Yes__I_am_sure_that_he_waited_for_her. 1 polite,3,6,polite_3_SAI,SAI,Chad_was_polite_to_wait_for_her.,Yes__I_am_sure_that_he_waited_for_her.,0,polite,EAS_n,politeSAI
36,3YDGXNSEOZVT868320UQX6MA1OR84C,2,60,"""English""","""Yes""",Trial3,filler possNP FAI Larry_is_flirting_with_your_neighbor. Yes__I_am_sure_that_she_is_your_neighbor. 2 none,3,filler,possNP,FAI,Larry_is_flirting_with_your_neighbor.,Yes__I_am_sure_that_she_is_your_neighbor.,1,none,PossNP,noneFAI
74,3FUI0JHJPXZMPDJTQ5UBWKMT72333U,1,53,"""English""","""Yes""",Trial3,2 foolish_2_VPAI VPAI Kate_was_foolish_to_wear_high_heels_at_the_playground. Yes__I_am_sure_that_she_wore_high_heels_at_the_playground. 1 foolish,3,2,foolish_2_VPAI,VPAI,Kate_was_foolish_to_wear_high_heels_at_the_playground.,Yes__I_am_sure_that_she_wore_high_heels_at_the_playground.,0,foolish,EAS_f,foolishVPAI
31,3R5F3LQFV2LCWVJ8UA9COOPJHOYOZ7,0,35,"""English""","""Yes""",Trial3,1 smart_1_VPAI VPAI Jane_was_smart_to_stay_home_when_she_had_the_flu. Yes__I_am_sure_that_she_stayed_home_when_she_had_the_flu. 2 smart,3,1,smart_1_VPAI,VPAI,Jane_was_smart_to_stay_home_when_she_had_the_flu.,Yes__I_am_sure_that_she_stayed_home_when_she_had_the_flu.,1,smart,EAS_f,smartVPAI
10,3OXV7EAXLERLMW6B97S93NYDHT5633,2,53,"""English""","""Yes""",Trial3,filler nomapp FAI Phillip__a_yoga_teacher__is_wearing_sweat_pants. Yes__I_am_sure_that_he_is_a_yoga_teacher. 2 none,3,filler,nomapp,FAI,Phillip__a_yoga_teacher__is_wearing_sweat_pants.,Yes__I_am_sure_that_he_is_a_yoga_teacher.,1,none,NomApp,noneFAI
48,3NS0A6KXC49O4I2A6RW4JFGHQ27ZGV,1,20,"""English""","""Yes""",Trial3,2 polite_2_VPAI VPAI Chad_was_polite_to_bring_his_grandmother_a_gift_for_her_birthday. Yes__I_am_sure_that_he_brought_her_a_gift. 2 polite,3,2,polite_2_VPAI,VPAI,Chad_was_polite_to_bring_his_grandmother_a_gift_for_her_birthday.,Yes__I_am_sure_that_he_brought_her_a_gift.,1,polite,EAS_f,politeVPAI
73,3RJSC4XJ10VTM070L10L9JM6IMA05M,1,31,"""English""","""Yes""",Trial3,filler possNP FAI Larry_is_flirting_with_your_neighbor. Yes__I_am_sure_that_she_is_your_neighbor. 2 none,3,filler,possNP,FAI,Larry_is_flirting_with_your_neighbor.,Yes__I_am_sure_that_she_is_your_neighbor.,1,none,PossNP,noneFAI
45,3WJ1OXY92AH8AVOKB14HA98ATYOA8Q,2,61,"""English""","""Yes""",Trial3,filler mainclause2 FAI Sue__a_teacher__runs_three_times_a_week. Yes__I_am_sure_that_she_runs_three_times_a_week. 1 none,3,filler,mainclause2,FAI,Sue__a_teacher__runs_three_times_a_week.,Yes__I_am_sure_that_she_runs_three_times_a_week.,0,none,MainClause2,noneFAI
62,3AAJC4I4FGTYVKSBEXH7GS8XIUOJZJ,4,20,"""english""","""Yes""",Trial3,5 foolish_2_SAI SAI Kate_was_foolish_to_bring_a_snack. Yes__I_am_sure_that_she_brought_a_snack. 2 foolish,3,5,foolish_2_SAI,SAI,Kate_was_foolish_to_bring_a_snack.,Yes__I_am_sure_that_she_brought_a_snack.,1,foolish,EAS_n,foolishSAI
53,37ZHEEHM6WN4QWKGSHX191Y9C4Q370,3,47,"""English""","""Yes""",Trial3,4 wise_1_SAI SAI Paul_was_wise_to_reprimand_his_employee. Yes__I_am_sure_that_he_reprimanded_her. 2 wise,3,4,wise_1_SAI,SAI,Paul_was_wise_to_reprimand_his_employee.,Yes__I_am_sure_that_he_reprimanded_her.,1,wise,EAS_n,wiseSAI
21,3VJ40NV2QIOGAJA9OIKU20O2WSDTOX,0,38,"""English""","""Yes""",Trial3,filler possNP FAI Larry_is_flirting_with_your_neighbor. Yes__I_am_sure_that_she_is_your_neighbor. 2 none,3,filler,possNP,FAI,Larry_is_flirting_with_your_neighbor.,Yes__I_am_sure_that_she_is_your_neighbor.,1,none,PossNP,noneFAI
7,3ZQIG0FLQEH3SKN0KZBJKCP9WFSVWR,3,55,"""english""","""Yes""",Trial3,4 brave_1_VPAI VPAI Greg_was_brave_to_publish_a_controversial_article_under_his_own_name. Yes__I_am_sure_that_he_published_the_article_under_his_own_name. 2 brave,3,4,brave_1_VPAI,VPAI,Greg_was_brave_to_publish_a_controversial_article_under_his_own_name.,Yes__I_am_sure_that_he_published_the_article_under_his_own_name.,1,brave,EAS_f,braveVPAI
55,3VFJCI1K4Z0F2RGJWA2RXCEIHLPGRK,0,21,"""english""","""Yes""",Trial3,1 lucky_1_VPAI VPAI Eve_was_lucky_to_get_the_lead_in_a_major_TV_show. Yes__I_am_sure_that_she_got_the_lead. 1 lucky,3,1,lucky_1_VPAI,VPAI,Eve_was_lucky_to_get_the_lead_in_a_major_TV_show.,Yes__I_am_sure_that_she_got_the_lead.,0,lucky,EAS_f,luckyVPAI
58,3H7Z272LX78AC6E5U9VI59JBCKLPL5,3,24,"""English""","""Yes""",Trial3,4 stupid_1_VPAI VPAI Zack_was_stupid_to_go_to_school_with_the_measles. Yes__I_am_sure_that_she_went_to_school_with_the_measles. 2 stupid,3,4,stupid_1_VPAI,VPAI,Zack_was_stupid_to_go_to_school_with_the_measles.,Yes__I_am_sure_that_she_went_to_school_with_the_measles.,1,stupid,EAS_f,stupidVPAI
16,3SUWZRL0MYEOWUM8YR95ME2A8IW6EV,0,46,"""English""","""Yes""",Trial3,filler possNP FAI Larry_is_flirting_with_your_neighbor. Yes__I_am_sure_that_she_is_your_neighbor. 2 none,3,filler,possNP,FAI,Larry_is_flirting_with_your_neighbor.,Yes__I_am_sure_that_she_is_your_neighbor.,1,none,PossNP,noneFAI
42,3TU5ZICBRD20XBV10X1309NFXGA8QV,2,37,"""English""","""Yes""",Trial3,3 stupid_3_SAI SAI Zack_was_stupid_to_dance_like_that. Yes__I_am_sure_that_he_danced_like_that. 2 stupid,3,3,stupid_3_SAI,SAI,Zack_was_stupid_to_dance_like_that.,Yes__I_am_sure_that_he_danced_like_that.,1,stupid,EAS_n,stupidSAI
56,3Q5ZZ9ZEVOGB4PC3G5D02YSO1KN58F,1,30,"""english""","""Yes""",Trial3,2 fortunate_2_SAI SAI Sue_was_fortunate_to_be_wearing_flip_flops. Yes__I_am_sure_that_she_was_wearing_flip_flops. 2 fortunate,3,2,fortunate_2_SAI,SAI,Sue_was_fortunate_to_be_wearing_flip_flops.,Yes__I_am_sure_that_she_was_wearing_flip_flops.,1,fortunate,EAS_n,fortunateSAI
64,3R6BYFZZP7DTLN60UP21490UHNBFXH,1,36,"""English""","""Yes""",Trial3,filler mainclause1 FAI Mary_brought_a_fruit_salad. Yes__I_am_sure_that_she_brought_a_fruit_salad. 1 none,3,filler,mainclause1,FAI,Mary_brought_a_fruit_salad.,Yes__I_am_sure_that_she_brought_a_fruit_salad.,0,none,MainClause1,noneFAI
72,3YT88D1N08ZSLBR0BBMAD63VIOQK3N,0,66,"""English""","""Yes""",Trial3,1 lucky_1_VPAI VPAI Eve_was_lucky_to_get_the_lead_in_a_major_TV_show. Yes__I_am_sure_that_she_got_the_lead. 1 lucky,3,1,lucky_1_VPAI,VPAI,Eve_was_lucky_to_get_the_lead_in_a_major_TV_show.,Yes__I_am_sure_that_she_got_the_lead.,0,lucky,EAS_f,luckyVPAI
47,3X87C8JFV6CIGVAAEV78H0NG9AIQSE,5,30,"""English""","""Yes""",Trial3,filler mainclause2 FAI Sue__a_teacher__runs_three_times_a_week. Yes__I_am_sure_that_she_runs_three_times_a_week. 1 none,3,filler,mainclause2,FAI,Sue__a_teacher__runs_three_times_a_week.,Yes__I_am_sure_that_she_runs_three_times_a_week.,0,none,MainClause2,noneFAI
22,31QNSG6A5RUQRTQM4YSX0I6KSQH87W,4,29,"""english""","""Yes""",Trial3,filler compDiscover FAI Paula_discovered_that_her_husband_is_cheating. Yes__I_am_sure_that_he_is_cheating. 1 none,3,filler,compDiscover,FAI,Paula_discovered_that_her_husband_is_cheating.,Yes__I_am_sure_that_he_is_cheating.,0,none,Comp-of-Discover,noneFAI
28,3V5Q80FXIXSX4VNAM5G6DAH11O632M,2,25,"""English""","""Yes""",Trial3,3 rude_3_SAI SAI Ann_was_rude_to_change_the_song. Yes__I_am_sure_that_she_changed_the_song. 1 rude,3,3,rude_3_SAI,SAI,Ann_was_rude_to_change_the_song.,Yes__I_am_sure_that_she_changed_the_song.,0,rude,EAS_n,rudeSAI
29,3V26SBZTBDFOVZXFWJKT4MWN1S3ZZM,0,54,"""english""","""Yes""",Trial3,1 foolish_1_VPAI VPAI Kate_was_foolish_to_ignore_her_doctor's_recommendations. Yes__I_am_sure_that_she_ignored_his_recommendations. 2 foolish,3,1,foolish_1_VPAI,VPAI,Kate_was_foolish_to_ignore_her_doctor's_recommendations.,Yes__I_am_sure_that_she_ignored_his_recommendations.,1,foolish,EAS_f,foolishVPAI
5,37UEWGM5HT9IYCQGERHOQPACFW7R1W,5,21,"""English""","""Yes""",Trial3,filler mainclause2 FAI Sue__a_teacher__runs_three_times_a_week. Yes__I_am_sure_that_she_runs_three_times_a_week. 1 none,3,filler,mainclause2,FAI,Sue__a_teacher__runs_three_times_a_week.,Yes__I_am_sure_that_she_runs_three_times_a_week.,0,none,MainClause2,noneFAI
9,34YB12FSQYPO5B3RR26ABDK8BYPGMV,3,29,"""English""","""Yes""",Trial3,filler compDiscover FAI Paula_discovered_that_her_husband_is_cheating. Yes__I_am_sure_that_he_is_cheating. 1 none,3,filler,compDiscover,FAI,Paula_discovered_that_her_husband_is_cheating.,Yes__I_am_sure_that_he_is_cheating.,0,none,Comp-of-Discover,noneFAI
52,3YMTUJH0DSHC6Q0R5Y5LO2IXF1DT4N,4,36,"""English""","""Yes""",Trial3,filler mainclause1 FAI Mary_brought_a_fruit_salad. Yes__I_am_sure_that_she_brought_a_fruit_salad. 1 none,3,filler,mainclause1,FAI,Mary_brought_a_fruit_salad.,Yes__I_am_sure_that_she_brought_a_fruit_salad.,0,none,MainClause1,noneFAI
68,3OE22WJIGIPYV82E3028W154U73QUU,5,31,"""English""","""Yes""",Trial3,6 rude_3_VPAI VPAI Ann_was_rude_to_ignore_her_friendly_new_neighbor. Yes__I_am_sure_that_she_ignored_him. 1 rude,3,6,rude_3_VPAI,VPAI,Ann_was_rude_to_ignore_her_friendly_new_neighbor.,Yes__I_am_sure_that_she_ignored_him.,0,rude,EAS_f,rudeVPAI
59,39K0FND3AHGNVKQO52E0FR95D3EAMF,3,28,"""english""","""Yes""",Trial3,4 polite_1_SAI SAI Chad_was_polite_to_laugh. Yes__I_am_sure_that_he_laughed. 1 polite,3,4,polite_1_SAI,SAI,Chad_was_polite_to_laugh.,Yes__I_am_sure_that_he_laughed.,0,polite,EAS_n,politeSAI
19,3A1COHJ8NJWNKIWYH7E9RVVE6TGH8A,3,26,"""English""","""Yes""",Trial3,filler compAnnoyed FAI Tamara_is_annoyed_that_the_pizza_is_gone Yes__I_am_sure_that_the_pizza_is_gone. 1 none,3,filler,compAnnoyed,FAI,Tamara_is_annoyed_that_the_pizza_is_gone,Yes__I_am_sure_that_the_pizza_is_gone.,0,none,Comp-of-Annoyed,noneFAI
43,3YJ6NA41JBH4HGQ5ROJ5PU6J8VKJP1,4,31,"""English""","""Yes""",Trial3,5 foolish_2_SAI SAI Kate_was_foolish_to_bring_a_snack. Yes__I_am_sure_that_she_brought_a_snack. 2 foolish,3,5,foolish_2_SAI,SAI,Kate_was_foolish_to_bring_a_snack.,Yes__I_am_sure_that_she_brought_a_snack.,1,foolish,EAS_n,foolishSAI
4,3CTOC39K37RFBAM5V2POP8FY81FJ7V,4,37,"""English""","""Yes""",Trial3,5 mean_2_VPAI VPAI Jack_was_mean_to_turn_off_the_movie_his_wife_was_watching. Yes__I_am_sure_that_he_turned_off_the_movie_she_was_watching. 2 mean,3,5,mean_2_VPAI,VPAI,Jack_was_mean_to_turn_off_the_movie_his_wife_was_watching.,Yes__I_am_sure_that_he_turned_off_the_movie_she_was_watching.,1,mean,EAS_f,meanVPAI
20,32Z9ZLUT1LLQ5AJEOO35OHLELYLOHL,5,29,"""English""","""Yes""",Trial3,6 mean_3_VPAI VPAI Jack_was_mean_to_give_a_milkshake_to_his_lactose_intolerant_daughter. Yes__I_am_sure_that_he_gave_her_a_milkshake. 1 mean,3,6,mean_3_VPAI,VPAI,Jack_was_mean_to_give_a_milkshake_to_his_lactose_intolerant_daughter.,Yes__I_am_sure_that_he_gave_her_a_milkshake.,0,mean,EAS_f,meanVPAI
63,3K3R2QNK8B4S39LSMYRMA6FFK71U9E,4,48,"""English""","""Yes""",Trial3,filler mainclause1 FAI Mary_brought_a_fruit_salad. Yes__I_am_sure_that_she_brought_a_fruit_salad. 1 none,3,filler,mainclause1,FAI,Mary_brought_a_fruit_salad.,Yes__I_am_sure_that_she_brought_a_fruit_salad.,0,none,MainClause1,noneFAI
61,3S96KQ6I9M5P6MJKY96ER6C3SE7DTL,2,31,"""English""","""Yes""",Trial3,3 foolish_3_VPAI VPAI Kate_was_foolish_to_go_for_a_run_with_a_broken_ankle. Yes__I_am_sure_that_she_went_for_a_run_with_a_broken_ankle. 2 foolish,3,3,foolish_3_VPAI,VPAI,Kate_was_foolish_to_go_for_a_run_with_a_broken_ankle.,Yes__I_am_sure_that_she_went_for_a_run_with_a_broken_ankle.,1,foolish,EAS_f,foolishVPAI
35,3K772S5NP8C4TJ6PUA09J5R0HWEHE9,5,24,"""English""","""Yes""",Trial3,6 polite_3_SAI SAI Chad_was_polite_to_wait_for_her. Yes__I_am_sure_that_he_waited_for_her. 2 polite,3,6,polite_3_SAI,SAI,Chad_was_polite_to_wait_for_her.,Yes__I_am_sure_that_he_waited_for_her.,1,polite,EAS_n,politeSAI
75,3483FV8BEEKW1EAS57E4KDTLBF926S,2,44,"""English""","""Yes""",Trial3,filler compDiscover FAI Paula_discovered_that_her_husband_is_cheating. Yes__I_am_sure_that_he_is_cheating. 1 none,3,filler,compDiscover,FAI,Paula_discovered_that_her_husband_is_cheating.,Yes__I_am_sure_that_he_is_cheating.,0,none,Comp-of-Discover,noneFAI
46,320DUZ38G7NY43X6O5TIVLSR751JG3,1,29,"""English""","""Yes""",Trial3,filler compAnnoyed FAI Tamara_is_annoyed_that_the_pizza_is_gone Yes__I_am_sure_that_the_pizza_is_gone. 2 none,3,filler,compAnnoyed,FAI,Tamara_is_annoyed_that_the_pizza_is_gone,Yes__I_am_sure_that_the_pizza_is_gone.,1,none,Comp-of-Annoyed,noneFAI
30,31EUONYN2V4VNBEYTDK93ICNTE1OVI,3,61,"""English""","""Yes""",Trial3,4 wise_1_SAI SAI Paul_was_wise_to_reprimand_his_employee. Yes__I_am_sure_that_he_reprimanded_her. 2 wise,3,4,wise_1_SAI,SAI,Paul_was_wise_to_reprimand_his_employee.,Yes__I_am_sure_that_he_reprimanded_her.,1,wise,EAS_n,wiseSAI
38,33FBRBDW6O0W3ALIVF08G4YYT2HC84,1,34,"""English""","""Yes""",Trial3,filler compAnnoyed FAI Tamara_is_annoyed_that_the_pizza_is_gone Yes__I_am_sure_that_the_pizza_is_gone. 2 none,3,filler,compAnnoyed,FAI,Tamara_is_annoyed_that_the_pizza_is_gone,Yes__I_am_sure_that_the_pizza_is_gone.,1,none,Comp-of-Annoyed,noneFAI
70,3GNCZX450IOTGNN1XI6SWV30I9XPA0,3,23,"""english""","""Yes""",Trial3,filler possNP FAI Larry_is_flirting_with_your_neighbor. Yes__I_am_sure_that_she_is_your_neighbor. 1 none,3,filler,possNP,FAI,Larry_is_flirting_with_your_neighbor.,Yes__I_am_sure_that_she_is_your_neighbor.,0,none,PossNP,noneFAI
44,3QAPZX2QN4E1N3OD3IYNBCJUYDT20Z,2,18,"""english""","""Yes""",Trial3,filler compAnnoyed FAI Tamara_is_annoyed_that_the_pizza_is_gone Yes__I_am_sure_that_the_pizza_is_gone. 2 none,3,filler,compAnnoyed,FAI,Tamara_is_annoyed_that_the_pizza_is_gone,Yes__I_am_sure_that_the_pizza_is_gone.,1,none,Comp-of-Annoyed,noneFAI
50,38YMOXR4MU0IDU8ZJR3B8K9AFNA6WM,2,30,"""English""","""Yes""",Trial3,filler mainclause2 FAI Sue__a_teacher__runs_three_times_a_week. Yes__I_am_sure_that_she_runs_three_times_a_week. 1 none,3,filler,mainclause2,FAI,Sue__a_teacher__runs_three_times_a_week.,Yes__I_am_sure_that_she_runs_three_times_a_week.,0,none,MainClause2,noneFAI
